time,N2O Dry,N2O corr,d15N,d15N alpha,d15N alpha corr,d15N beta,d15N beta corr,Cavity temp
02/03/2010 14:45:02,345.938812,308.013855,30.669689,39.05,39.052097,14.649501,+AC0-4224.770508,89.021515
02/03/2010 14:45:06,345.927826,296.495575,40.396576,46.64,46.64217,26.379414,+AC0-5716.418945,103.935669
02/03/2010 14:45:10,346.497223,297.06488,39.808651,48.75,48.749081,23.265375,+AC0-5708.922852,103.935585
02/03/2010 14:45:15,346.187988,296.757324,38.520245,46.64,46.643967,22.742546,+AC0-5715.706543,103.935562
02/03/2010 14:45:19,346.328094,304.508148,34.522945,43.14,43.143211,18.279793,+AC0-4711.270996,94.070641
02/03/2010 14:45:23,346.582306,312.851929,28.916586,35.25,35.247589,14.81936,+AC0-3696.089111,83.585289
02/03/2010 14:45:27,346.772156,313.041321,30.295746,36.90,36.896084,15.94605,+AC0-3692.517578,83.585098
02/03/2010 14:45:31,346.748718,313.017639,29.752956,35.47,35.473766,16.22772,+AC0-3692.469971,83.585091
02/03/2010 14:45:35,346.748993,313.017639,28.175522,33.29,33.293827,15.215069,+AC0-3693.567383,83.585045
02/03/2010 14:45:39,346.511627,312.780579,30.594086,37.15,37.153305,16.282932,+AC0-3695.233154,83.584999
02/03/2010 14:45:43,346.458679,312.727997,33.606396,40.01,40.010143,19.440983,+AC0-3692.382324,83.584969
02/03/2010 14:45:47,346.446442,312.715515,33.417633,41.51,41.505581,17.673466,+AC0-3694.470947,83.584953
02/03/2010 14:45:51,346.695923,318.563599,28.000654,34.16,34.162945,14.061579,+AC0-3023.659668,76.328232
02/03/2010 14:45:55,347.186707,323.563538,26.903824,31.75,31.753071,14.19558,+AC0-2495.594971,70.483109
02/03/2010 14:45:59,346.749207,323.125183,24.084801,28.26,28.257717,12.010545,+AC0-2501.331055,70.483101
02/03/2010 14:46:03,347.04834,323.440552,25.795563,31.47,31.469713,12.314068,+AC0-2496.872803,70.462631
02/03/2010 14:46:07,347.323395,324.045227,28.779329,34.43,34.428806,15.320959,+AC0-2453.888916,70.035698
02/03/2010 14:46:11,346.893768,323.616425,25.943237,33.60,33.602161,10.601235,+AC0-2462.266357,70.035522
02/03/2010 14:46:15,347.407104,324.129761,24.41477,30.54,30.535069,10.515059,+AC0-2458.406982,70.0355
02/03/2010 14:46:19,347.266052,323.988678,26.098593,30.19,30.187462,14.103122,+AC0-2455.640137,70.035484
02/03/2010 14:46:23,347.604858,322.451538,26.145773,31.08,31.07555,13.362043,+AC0-2668.797119,72.466003
02/03/2010 14:46:27,347.221405,304.104004,33.453964,44.78,44.776733,14.67751,+AC0-4868.873047,95.75209
02/03/2010 14:46:31,347.223846,304.10675,35.977619,45.40,45.397907,18.984533,+AC0-4863.92334,95.752022
02/03/2010 14:46:35,347.049225,303.932587,33.654568,42.22,42.222908,17.460091,+AC0-4868.522949,95.751968
02/03/2010 14:46:39,347.001129,303.884186,35.331333,44.30,44.304905,18.756998,+AC0-4867.803223,95.751999
02/03/2010 14:46:43,347.196442,304.0802,36.969662,46.74,46.736073,19.652126,+AC0-4863.667969,95.752022
02/03/2010 14:46:47,347.537323,304.42041,34.174042,41.72,41.71627,18.941423,+AC0-4858.916016,95.752029
02/03/2010 14:46:51,346.990753,303.872986,42.234371,49.15,49.146393,27.592505,+AC0-4857.810059,95.751999
02/03/2010 14:46:55,346.59549,303.478394,35.707355,43.80,43.800987,19.957859,+AC0-4872.993652,95.751907
02/03/2010 14:46:59,346.745239,303.62793,39.100323,46.71,46.712734,23.801922,+AC0-4866.141113,95.751862
02/03/2010 14:47:03,346.701813,303.585114,38.270924,47.53,47.525082,21.433565,+AC0-4869.595703,95.751831
02/03/2010 14:47:07,346.402618,303.285553,35.532078,41.09,41.090931,22.158661,+AC0-4873.606934,95.751823
02/03/2010 14:47:11,346.735809,303.618317,34.349594,39.81,39.806164,21.072054,+AC0-4869.383301,95.75174
02/03/2010 14:47:15,346.060974,302.943481,37.347286,43.76,43.763916,23.169796,+AC0-4877.967285,95.751694
02/03/2010 14:47:19,346.022736,308.160919,37.217682,44.74,44.736797,22.006733,+AC0-4207.53125,88.94062
02/03/2010 14:47:23,346.152283,311.484406,31.354544,37.46,37.456383,17.472134,+AC0-3813.402344,84.800537
02/03/2010 14:47:27,346.190521,311.522064,33.006874,39.49,39.486656,18.770185,+AC0-3811.444336,84.800514
02/03/2010 14:47:31,345.726074,311.058075,32.486881,38.34,38.344963,18.83297,+AC0-3817.157959,84.800415
02/03/2010 14:47:35,345.74176,311.074066,33.529125,40.55,40.54705,18.787991,+AC0-3817.023193,84.800346
02/03/2010 14:47:39,346.111023,311.442963,29.608599,35.04,35.041912,16.352858,+AC0-3815.11792,84.800323
02/03/2010 14:47:43,345.385895,310.71756,30.642073,36.26,36.255039,17.217928,+AC0-3823.152344,84.800285
02/03/2010 14:47:47,345.646118,310.977722,31.505667,36.64,36.642162,18.52816,+AC0-3818.444336,84.800232
02/03/2010 14:47:51,345.814606,311.146484,31.398573,36.64,36.637405,18.325136,+AC0-3816.586182,84.800217
02/03/2010 14:47:55,345.851624,311.183472,32.118938,40.27,40.269127,16.316433,+AC0-3818.3479,84.800133
02/03/2010 14:47:59,345.654877,310.986389,30.07905,37.18,37.176128,15.263716,+AC0-3821.941895,84.800102
02/03/2010 14:48:03,345.82724,311.159821,29.70948,35.02,35.0196,16.569223,+AC0-3818.403564,84.800064
02/03/2010 14:48:07,345.920319,311.251526,34.919403,41.35,41.347298,20.731354,+AC0-3812.530762,84.800026
02/03/2010 14:48:11,345.832458,311.163879,32.379005,41.09,41.089176,16.05158,+AC0-3818.821777,84.799911
02/03/2010 14:48:15,345.58316,310.916016,31.960629,38.53,38.525517,17.644161,+AC0-3820.238037,84.799911
02/03/2010 14:48:19,345.801392,311.133301,34.533371,43.37,43.374928,18.082783,+AC0-3816.978027,84.799896
02/03/2010 14:48:23,345.747559,311.079224,33.669979,39.37,39.372028,20.162333,+AC0-3815.316895,84.799873
02/03/2010 14:48:27,345.735504,311.067719,30.426489,36.99,36.987743,16.113428,+AC0-3819.995361,84.79982
02/03/2010 14:48:32,345.605377,310.937256,31.483089,38.83,38.830948,16.432676,+AC0-3821.235596,84.799789
02/03/2010 14:48:36,345.443634,310.776428,29.306486,35.33,35.333817,15.49392,+AC0-3824.349609,84.799797
02/03/2010 14:48:40,345.426666,310.759918,34.098827,40.45,40.445995,19.986448,+AC0-3819.588379,84.799782
02/03/2010 14:48:44,345.463898,310.795532,31.356705,37.05,37.049553,17.857679,+AC0-3821.393066,84.799767
02/03/2010 14:48:48,345.765503,311.097076,34.261395,41.41,41.414833,19.393232,+AC0-3815.926025,84.799751
02/03/2010 14:48:52,345.629822,310.961639,32.75111,40.63,40.633118,17.199989,+AC0-3820.065186,84.799736
02/03/2010 14:48:56,345.507629,310.840302,35.195469,41.73,41.728203,20.909143,+AC0-3817.499023,84.799637
02/03/2010 14:49:00,345.943359,311.2742,33.061848,36.61,36.606041,21.576948,+AC0-3811.220215,84.799583
02/03/2010 14:49:04,346.021942,311.353821,34.275906,41.33,41.33366,19.497435,+AC0-3812.614014,84.799561
02/03/2010 14:49:08,346.255951,311.587067,33.28907,38.34,38.344994,20.387093,+AC0-3808.675293,84.799545
02/03/2010 14:49:12,346.346527,311.678192,31.074257,38.47,38.467182,15.981599,+AC0-3812.475342,84.799484
02/03/2010 14:49:16,346.38974,311.720947,34.045219,40.46,40.461449,19.868109,+AC0-3807.585205,84.799446
02/03/2010 14:49:20,346.528015,311.860809,33.17305,39.17,39.167683,19.391132,+AC0-3806.494873,84.799416
02/03/2010 14:49:24,347.028259,312.360077,33.603306,40.31,40.305374,19.158247,+AC0-3800.512207,84.799385
02/03/2010 14:49:28,347.49176,312.82428,28.948059,36.69,36.693745,13.524725,+AC0-3801.10083,84.799339
02/03/2010 14:49:32,347.634094,312.966339,29.536764,38.18,38.184128,13.268211,+AC0-3799.607422,84.799255
02/03/2010 14:49:36,348.188385,313.521027,31.000473,40.90,40.901882,13.556389,+AC0-3792.506836,84.79921
02/03/2010 14:49:41,348.936218,314.268066,31.583008,39.88,39.878147,15.644622,+AC0-3781.005615,84.79921
02/03/2010 14:49:45,349.363159,314.694885,32.191753,41.18,41.178677,15.604898,+AC0-3775.831787,84.79911
02/03/2010 14:49:49,350.39505,315.726715,31.719866,38.00,37.999969,17.670355,+AC0-3761.040527,84.799126
02/03/2010 14:49:53,351.118652,316.44986,30.40988,34.56,34.562534,18.354616,+AC0-3751.546875,84.799179
02/03/2010 14:49:57,352.153229,317.484375,32.040981,38.54,38.543587,17.7829,+AC0-3739.775635,84.79908
02/03/2010 14:50:01,352.445221,317.776611,33.764839,40.38,40.376884,19.404169,+AC0-3734.501709,84.799026
02/03/2010 14:50:05,353.230072,318.561462,32.67181,41.50,41.497818,16.235792,+AC0-3728.688232,84.799011
02/03/2010 14:50:09,354.061676,319.393036,32.915516,41.48,41.482899,16.721935,+AC0-3718.316895,84.799011
02/03/2010 14:50:13,355.558075,320.888733,33.268986,40.29,40.289097,18.525803,+AC0-3698.713379,84.799019
02/03/2010 14:50:17,356.329651,321.659882,32.10675,37.60,37.595867,18.7987,+AC0-3689.393066,84.799011
02/03/2010 14:50:21,357.368225,322.697296,33.894043,39.25,39.247746,20.712929,+AC0-3675.172119,84.798988
02/03/2010 14:50:25,359.252777,337.218262,25.63233,27.85,27.84931,15.391544,+AC0-2228.954346,68.418983
02/03/2010 14:50:29,360.009644,334.825165,28.28562,35.02,35.017574,13.812549,+AC0-2571.413818,72.5047
02/03/2010 14:50:33,361.421051,327.16507,32.75148,40.69,40.693794,17.143831,+AC0-3584.498779,84.261032
02/03/2010 14:50:37,362.68634,333.451294,28.260649,35.05,35.049274,13.734454,+AC0-3001.011963,77.755157
02/03/2010 14:50:41,363.664673,334.428497,27.766071,34.71,34.707668,13.096484,+AC0-2992.777588,77.755241
02/03/2010 14:50:45,364.985565,335.749268,30.64369,34.14,34.136738,19.206734,+AC0-2974.210205,77.75528
02/03/2010 14:50:49,366.317871,337.080933,29.412313,33.10,33.096939,17.795776,+AC0-2963.800781,77.755363
02/03/2010 14:50:53,367.446381,338.209534,30.134752,37.72,37.71936,14.862411,+AC0-2956.978027,77.755455
02/03/2010 14:50:57,368.493256,339.256439,32.57172,41.33,41.331455,16.19783,+AC0-2946.301025,77.755577
02/03/2010 14:51:01,369.461243,340.224915,32.921249,41.18,41.183479,17.013716,+AC0-2936.953125,77.755676
02/03/2010 14:51:05,370.75589,341.519318,29.582249,38.17,38.169296,13.370234,+AC0-2929.619141,77.75573
02/03/2010 14:51:09,372.153168,342.91568,30.717264,36.30,36.295204,17.325954,+AC0-2913.200928,77.755737
02/03/2010 14:51:13,373.680084,344.443085,26.95005,31.33,31.333891,14.678076,+AC0-2903.004883,77.75573
02/03/2010 14:51:17,375.067902,366.471741,18.453171,20.88,20.879978,8.015699,+AC0-793.140259,51.001732
02/03/2010 14:51:21,375.855682,359.674774,23.481966,28.38,28.37512,10.732563,+AC0-1532.122437,60.83268
02/03/2010 14:51:25,376.89093,360.711884,21.218334,27.89,27.892847,6.799109,+AC0-1531.814941,60.832668
02/03/2010 14:51:29,378.094391,361.914978,23.088263,28.79,28.787823,9.582945,+AC0-1523.741821,60.832649
02/03/2010 14:51:33,379.77063,363.591034,21.836435,26.43,26.431889,9.366097,+AC0-1516.843262,60.83263
02/03/2010 14:51:37,379.592346,363.412781,19.515079,26.42,26.423182,4.876889,+AC0-1522.2854,60.832611
02/03/2010 14:51:41,380.518036,364.338257,26.138477,32.04,32.040943,12.442959,+AC0-1510.481323,60.832741
02/03/2010 14:51:45,381.544373,365.365173,20.338663,25.98,25.976162,6.891523,+AC0-1511.986816,60.832771
02/03/2010 14:51:49,382.203766,366.025208,23.000887,28.89,28.89369,9.314426,+AC0-1506.717407,60.832798
02/03/2010 14:51:53,383.404633,367.224335,26.658651,31.00,30.998478,14.427935,+AC0-1496.346924,60.832809
02/03/2010 14:51:57,383.769714,367.589966,23.162315,27.36,27.357237,11.067432,+AC0-1498.34375,60.832672
02/03/2010 14:52:01,384.601074,368.421875,20.818611,27.05,27.054037,6.81098,+AC0-1499.362305,60.832588
02/03/2010 14:52:05,385.359406,369.181091,20.552547,29.84,29.844183,3.680058,+AC0-1499.526611,60.832512
02/03/2010 14:52:09,385.79718,369.619171,25.299572,35.67,35.671124,7.41478,+AC0-1493.831055,60.83239
02/03/2010 14:52:13,386.733978,370.554962,23.587326,28.40,28.395054,10.918003,+AC0-1486.324097,60.832329
02/03/2010 14:52:17,387.076874,370.898926,25.316067,33.36,33.357204,9.615782,+AC0-1486.305786,60.832253
02/03/2010 14:52:21,388.060913,371.882416,22.546505,26.60,26.600155,10.584045,+AC0-1481.299927,60.832291
02/03/2010 14:52:25,388.571655,372.393097,20.986477,28.47,28.471493,5.807493,+AC0-1484.219116,60.832245
02/03/2010 14:52:29,388.854889,372.677155,23.693739,32.37,32.365555,7.402263,+AC0-1481.433228,60.832249
02/03/2010 14:52:33,389.969299,373.791168,23.319494,27.38,27.377134,11.353294,+AC0-1472.830444,60.832245
02/03/2010 14:52:37,389.686157,373.509003,22.580198,27.96,27.961237,9.373461,+AC0-1476.049927,60.83223
02/03/2010 14:52:41,390.189148,374.01062,21.841486,27.53,27.532637,8.344053,+AC0-1475.078857,60.832191
02/03/2010 14:52:45,390.95636,374.77829,21.974323,30.19,30.194086,6.106598,+AC0-1474.359131,60.832123
02/03/2010 14:52:49,391.970306,375.791412,19.051235,22.26,22.262962,7.877987,+AC0-1468.473877,60.832161
02/03/2010 14:52:53,391.909363,375.729584,20.625637,23.68,23.68351,9.596609,+AC0-1466.905273,60.832176
02/03/2010 14:52:58,392.264801,376.086273,17.294432,22.23,22.228201,4.50696,+AC0-1470.835449,60.832176
02/03/2010 14:53:02,392.457458,366.402191,24.759272,30.89,30.889898,10.849876,+AC0-2432.122314,73.63414
02/03/2010 14:53:06,393.457184,367.402466,25.693449,29.45,29.445589,14.013621,+AC0-2422.060791,73.634171
02/03/2010 14:53:10,393.981628,367.926361,25.925785,30.71,30.714756,13.274044,+AC0-2419.349365,73.634293
02/03/2010 14:53:14,394.845032,368.7901,23.337475,31.50,31.503836,7.519807,+AC0-2419.799072,73.634407
02/03/2010 14:53:18,394.515564,368.460358,24.4174,32.95,32.951286,8.255219,+AC0-2421.192627,73.634438
02/03/2010 14:53:22,395.536499,369.479858,24.533564,29.40,29.395332,11.813585,+AC0-2410.562988,73.634377
02/03/2010 14:53:27,394.850494,368.796021,27.100851,37.24,37.242817,9.431272,+AC0-2417.726807,73.634361
02/03/2010 14:53:30,396.024719,369.971313,23.728012,32.39,32.391209,7.444613,+AC0-2412.130371,73.634323
02/03/2010 14:53:35,396.310791,370.2565,26.533886,35.27,35.268272,10.183755,+AC0-2407.273438,73.634239
02/03/2010 14:53:39,397.253052,371.197327,29.933519,35.20,35.197441,16.836569,+AC0-2393.918701,73.634201
02/03/2010 14:53:43,396.854797,370.801086,24.183939,31.79,31.785015,8.896163,+AC0-2405.09668,73.634193
02/03/2010 14:53:47,397.132874,371.080078,25.465237,34.18,34.179272,9.134186,+AC0-2403.031738,73.633995
02/03/2010 14:53:51,398.041931,371.988342,26.386349,33.71,33.711536,11.35719,+AC0-2394.674561,73.633865
02/03/2010 14:53:55,397.485931,371.434235,24.601147,33.51,33.505634,8.091567,+AC0-2401.861328,73.633835
02/03/2010 14:53:59,397.852203,371.799927,28.480854,35.78,35.776062,13.479793,+AC0-2393.675293,73.633766
02/03/2010 14:54:03,398.455597,372.403107,21.96347,27.55,27.550402,8.563732,+AC0-2394.996094,73.633728
02/03/2010 14:54:07,398.374878,372.322876,25.072935,29.72,29.720079,12.554142,+AC0-2391.26709,73.633728
02/03/2010 14:54:11,398.490875,372.437805,28.691885,34.39,34.393272,15.184855,+AC0-2387.662598,73.633743
02/03/2010 14:54:15,398.374878,372.323578,24.379372,32.00,31.997631,9.075487,+AC0-2395.007813,73.633652
02/03/2010 14:54:19,398.113007,372.061829,27.804441,34.25,34.246723,13.602904,+AC0-2391.871094,73.633667
02/03/2010 14:54:23,398.49411,372.441772,27.358936,34.59,34.589123,12.418825,+AC0-2390.618408,73.633667
02/03/2010 14:54:27,397.748962,371.697632,22.309088,31.11,31.110044,5.896554,+AC0-2402.486084,73.633644
02/03/2010 14:54:31,398.215668,372.164642,24.138374,32.83,32.830967,7.827423,+AC0-2397.385254,73.633621
02/03/2010 14:54:35,397.303131,371.25177,23.926262,32.71,32.712883,7.527166,+AC0-2403.649414,73.633614
02/03/2010 14:54:39,397.914276,371.86261,26.163839,33.68,33.675266,10.9601,+AC0-2395.970703,73.633598
02/03/2010 14:54:43,396.960968,369.556091,25.90951,30.80,30.798445,13.164065,+AC0-2534.813721,75.386971
02/03/2010 14:54:47,396.998322,363.904297,25.56789,33.66,33.66077,9.819099,+AC0-3117.076172,82.762299
02/03/2010 14:54:51,396.556152,363.461975,30.386698,40.33,40.326435,12.906687,+AC0-3117.511719,82.762131
02/03/2010 14:54:55,396.073456,362.980377,28.999538,36.30,36.296768,13.996584,+AC0-3120.553955,82.762039
02/03/2010 14:54:59,396.730865,363.636017,29.515709,36.76,36.759621,14.562737,+AC0-3114.14624,82.762032
02/03/2010 14:55:03,396.490753,363.395477,27.022184,34.96,34.955418,11.423047,+AC0-3119.634277,82.762016
02/03/2010 14:55:07,395.839233,362.746124,24.855145,34.16,34.164471,7.966073,+AC0-3129.169434,82.761986
02/03/2010 14:55:11,395.835114,362.740509,25.853352,31.43,31.430984,12.462329,+AC0-3124.217529,82.761894
02/03/2010 14:55:15,395.549805,362.455811,27.2372,36.19,36.193966,10.678616,+AC0-3128.682129,82.761917
02/03/2010 14:55:19,396.000153,362.904907,26.450693,33.13,33.131172,12.02587,+AC0-3123.22876,82.761902
02/03/2010 14:55:23,395.899475,362.805267,29.490005,35.64,35.642136,15.560455,+AC0-3120.29126,82.761871
02/03/2010 14:55:27,396.138702,363.043518,31.439701,38.97,38.965,16.22296,+AC0-3117.432617,82.761803
02/03/2010 14:55:31,396.265015,363.171051,31.108974,38.13,38.132584,16.362511,+AC0-3116.229004,82.761726
02/03/2010 14:55:35,396.407196,363.31189,29.778095,36.11,36.111965,15.678185,+AC0-3115.676758,82.761688
02/03/2010 14:55:39,396.72879,363.63504,26.167572,32.68,32.682194,11.898224,+AC0-3117.078857,82.761658
02/03/2010 14:55:43,397.080109,363.984894,33.127075,39.71,39.711166,18.79261,+AC0-3106.437744,82.761589
02/03/2010 14:55:47,396.657288,363.5625,28.455542,35.45,35.44669,13.739506,+AC0-3115.623779,82.761497
02/03/2010 14:55:52,397.57663,364.482635,29.269539,36.82,36.818279,14.030821,+AC0-3107.39502,82.761528
02/03/2010 14:55:55,397.989777,364.896118,28.047325,35.33,35.334755,13.053557,+AC0-3104.908691,82.761467
02/03/2010 14:56:00,397.950989,364.855591,27.751335,36.86,36.857601,11.052608,+AC0-3107.338379,82.761391
02/03/2010 14:56:03,398.109863,365.014587,29.873072,38.28,38.284241,13.825924,+AC0-3102.943115,82.761322
02/03/2010 14:56:08,398.441193,365.346283,33.344494,38.97,38.96862,19.909889,+AC0-3093.468994,82.761269
02/03/2010 14:56:11,399.027344,365.932648,31.849617,40.76,40.763836,15.330915,+AC0-3093.44165,82.761192
02/03/2010 14:56:15,399.084808,365.989746,27.645508,34.84,34.843533,12.735546,+AC0-3095.761719,82.761162
02/03/2010 14:56:19,399.789764,366.694946,28.079046,35.40,35.397682,13.056026,+AC0-3089.388184,82.761032
02/03/2010 14:56:23,399.648987,366.554016,31.266991,41.17,41.165142,13.825962,+AC0-3089.73584,82.760979
02/03/2010 14:56:27,400.399872,367.306427,24.024019,32.49,32.485989,7.929253,+AC0-3089.846436,82.760986
02/03/2010 14:56:31,401.040039,367.944763,24.261913,29.92,29.921381,10.794179,+AC0-3081.200195,82.760887
02/03/2010 14:56:35,401.155731,368.061035,26.495108,32.11,32.113438,13.065934,+AC0-3077.768555,82.76088
02/03/2010 14:56:39,400.604431,367.510986,28.302471,38.04,38.03833,11.01357,+AC0-3084.727783,82.760826
02/03/2010 14:56:44,400.974976,367.879974,28.673195,36.93,36.925232,12.775215,+AC0-3079.594727,82.760811
02/03/2010 14:56:48,401.363922,368.269165,28.30551,36.05,36.051353,12.882029,+AC0-3076.200439,82.760826
02/03/2010 14:56:52,401.621796,368.526855,26.898193,34.22,34.220577,11.871662,+AC0-3075.111816,82.760773
02/03/2010 14:56:56,401.89743,368.802246,27.898952,37.00,37.001442,11.203765,+AC0-3073.510742,82.760818
02/03/2010 14:57:00,402.430206,369.335724,26.595325,37.58,37.579895,8.135901,+AC0-3072.384766,82.760658
02/03/2010 14:57:04,402.539764,369.445465,27.908754,37.13,37.133236,11.099216,+AC0-3068.237305,82.760605
02/03/2010 14:57:08,403.614075,370.518158,27.513691,33.93,33.931606,13.334995,+AC0-3056.735107,82.760574
02/03/2010 14:57:12,403.356445,370.261108,25.648504,33.17,33.168655,10.436586,+AC0-3062.064453,82.760521
02/03/2010 14:57:16,403.765045,370.668335,27.379681,35.51,35.510307,11.59551,+AC0-3057.327637,82.760513
02/03/2010 14:57:20,404.025604,370.92984,28.317217,35.84,35.840168,13.102673,+AC0-3053.549561,82.760452
02/03/2010 14:57:24,404.581482,371.48468,27.366938,33.37,33.369038,13.578023,+AC0-3048.366455,82.76046
02/03/2010 14:57:28,404.427063,371.332031,28.334112,35.91,35.910656,13.069334,+AC0-3050.277344,82.760445
02/03/2010 14:57:32,404.637299,371.541595,27.592741,37.11,37.107975,10.510653,+AC0-3051.278564,82.760338
02/03/2010 14:57:36,405.196686,372.100952,26.743595,33.33,33.326801,12.409959,+AC0-3044.570068,82.760315
02/03/2010 14:57:40,405.273285,372.177887,29.016508,38.20,38.200089,12.245311,+AC0-3044.126221,82.760277
02/03/2010 14:57:44,405.433044,372.337769,27.748478,35.03,35.025852,12.764135,+AC0-3042.239014,82.760216
02/03/2010 14:57:48,406.152283,373.054779,26.378269,32.52,32.5187,12.459684,+AC0-3036.539063,82.760178
02/03/2010 14:57:52,406.813232,373.715698,26.150064,34.14,34.13966,10.498093,+AC0-3033.240479,82.760155
02/03/2010 14:57:56,406.391785,373.295013,28.602253,34.48,34.478134,14.931654,+AC0-3031.908447,82.760185
02/03/2010 14:58:00,407.540894,374.443604,28.600399,34.34,34.336391,15.060932,+AC0-3022.327881,82.760178
02/03/2010 14:58:04,407.477386,374.382355,25.563141,33.86,33.862015,9.621256,+AC0-3028.868896,82.760201
02/03/2010 14:58:08,407.921814,374.823242,27.889746,35.70,35.701023,12.404931,+AC0-3022.059814,82.760201
02/03/2010 14:58:12,408.029175,374.93161,31.200779,38.44,38.437,16.255016,+AC0-3017.03125,82.760155
02/03/2010 14:58:16,408.049316,374.951996,24.211586,30.91,30.905127,9.774523,+AC0-3023.931396,82.760147
02/03/2010 14:58:21,408.570923,375.473328,28.350363,35.67,35.667671,13.328587,+AC0-3015.800293,82.760094
02/03/2010 14:58:25,409.01358,375.91629,27.335487,33.91,33.913155,13.007047,+AC0-3012.572998,82.760094
02/03/2010 14:58:29,408.945313,375.84848,28.821629,36.41,36.405609,13.549877,+AC0-3012.55127,82.760071
02/03/2010 14:58:33,409.75769,376.660431,28.577337,35.58,35.583549,13.847179,+AC0-3005.633789,82.76004
02/03/2010 14:58:37,409.293182,376.197266,26.095026,35.83,35.826443,8.81029,+AC0-3014.930664,82.760071
02/03/2010 14:58:41,409.341431,376.244141,31.194801,40.59,40.587135,14.227919,+AC0-3008.58374,82.760056
02/03/2010 14:58:45,410.153809,377.05661,25.006397,31.33,31.327467,10.918484,+AC0-3005.635742,82.760094
02/03/2010 14:58:49,410.422302,377.324493,26.420292,34.94,34.937225,10.274,+AC0-3004.145752,82.760056
02/03/2010 14:58:53,410.338074,377.240265,24.986448,31.54,31.541101,10.67958,+AC0-3004.381104,82.760056
02/03/2010 14:58:57,411.043213,377.944977,29.942814,37.40,37.397778,14.792001,+AC0-2994.229492,82.760094
02/03/2010 14:59:01,411.193756,378.094879,26.399687,33.73,33.727123,11.368418,+AC0-2996.72583,82.760139
02/03/2010 14:59:05,411.343384,378.246216,28.070587,34.86,34.861633,13.54212,+AC0-2993.238525,82.760185
02/03/2010 14:59:09,411.849335,378.75116,26.002548,34.70,34.69873,9.688231,+AC0-2993.347656,82.760216
02/03/2010 14:59:13,411.76355,378.666687,28.608559,37.87,37.86628,11.767859,+AC0-2991.829346,82.760246
02/03/2010 14:59:17,411.671936,378.574432,25.841293,35.81,35.814766,8.329659,+AC0-2996.280518,82.760307
02/03/2010 14:59:21,412.339691,379.241119,26.814478,34.74,34.73645,11.225897,+AC0-2987.762939,82.760345
02/03/2010 14:59:25,412.672333,379.573792,28.659582,35.41,35.410656,14.168588,+AC0-2981.924316,82.760406
02/03/2010 14:59:29,412.876617,379.77771,25.432016,32.62,32.62278,10.528864,+AC0-2984.246094,82.760429
02/03/2010 14:59:33,413.476074,380.376343,26.325184,32.97,32.970436,11.933387,+AC0-2977.937256,82.760468
02/03/2010 14:59:37,413.792358,380.692139,32.274616,39.72,39.716888,17.135702,+AC0-2969.765869,82.760529
02/03/2010 14:59:41,413.792145,403.825531,14.413972,18.11,18.110767,2.786025,+AC0-840.555481,52.775536
02/03/2010 14:59:45,413.446228,403.48114,14.310522,21.10,21.101068,+AC0-0.217473,+AC0-844.381653,52.775566
02/03/2010 14:59:49,414.077728,404.110321,18.376554,23.42,23.424202,5.482335,+AC0-837.188599,52.775593
02/03/2010 14:59:53,414.467316,404.500671,15.530135,20.21,20.210869,2.979856,+AC0-838.949707,52.775661
02/03/2010 14:59:57,414.572449,404.604279,19.455912,20.46,20.457115,10.354782,+AC0-831.15979,52.775719
02/03/2010 15:00:01,414.872375,404.905548,14.518584,20.16,20.163935,1.064083,+AC0-840.075439,52.775826
02/03/2010 15:00:05,414.943054,404.976898,11.769916,18.78,18.777676,+AC0-2.961692,+AC0-844.063171,52.775864
02/03/2010 15:00:09,415.080719,405.113495,14.26703,18.49,18.486149,2.149464,+AC0-838.527588,52.775879
02/03/2010 15:00:13,415.146118,405.178101,15.838824,18.19,18.188246,5.473891,+AC0-834.976868,52.775902
02/03/2010 15:00:17,415.552765,405.584717,18.274899,21.02,21.023016,7.536233,+AC0-832.02002,52.775955
02/03/2010 15:00:22,415.584747,405.61618,15.83098,21.01,21.005989,2.817372,+AC0-836.791748,52.776085
02/03/2010 15:00:25,415.687927,405.720184,17.026909,24.97,24.969284,1.419203,+AC0-838.02124,52.776115
02/03/2010 15:00:29,415.375305,405.407776,18.872314,25.40,25.399221,4.591451,+AC0-835.429504,52.776176
02/03/2010 15:00:33,415.703094,405.73642,17.057529,24.73,24.72917,1.703605,+AC0-837.720459,52.776237
02/03/2010 15:00:37,416.130585,406.161926,14.73166,19.62,19.61977,1.986989,+AC0-836.522888,52.776306
02/03/2010 15:00:41,416.389679,406.420563,15.823341,19.01,19.014957,4.668945,+AC0-833.235413,52.776352
02/03/2010 15:00:45,416.396881,406.428467,15.882384,22.40,22.403723,1.606741,+AC0-836.367493,52.776375
02/03/2010 15:00:49,416.693024,406.723999,17.926575,21.07,21.067432,6.819757,+AC0-830.40741,52.776398
02/03/2010 15:00:53,416.686584,406.717102,16.17588,19.91,19.909084,4.513807,+AC0-832.781555,52.77644
02/03/2010 15:00:57,416.793304,406.82254,17.366451,20.28,20.279659,6.473031,+AC0-830.541077,52.776474
02/03/2010 15:01:01,416.70752,406.738403,16.312151,22.65,22.646765,2.211543,+AC0-835.101379,52.776451
02/03/2010 15:01:05,416.924652,406.954987,16.623795,19.56,19.562681,5.706302,+AC0-831.071411,52.776535
